A11 57 A32 A42 1978 A63 A73 2 A93 A101 3 A123 19 A143 A152 3 A174 1 A192 A201 2
A12 22 A33 A49 5107 A65 A75 2 A93 A101 2 A122 24 A141 A152 3 A173 1 A192 A201 1
A14 31 A32 A42 4001 A61 A73 3 A92 A101 3 A121 19 A143 A152 3 A173 1 A191 A201 1
A12 15 A32 A49 2326 A61 A73 2 A93 A102 3 A122 26 A141 A152 2 A172 1 A191 A201 2
A14 41 A31 A43 3246 A61 A72 1 A93 A101 2 A122 21 A143 A152 3 A173 2 A192 A202 1
A14 15 A34 A49 3886 A61 A73 4 A92 A101 2 A121 42 A143 A152 3 A173 1 A192 A201 1
A12 34 A32 A42 1530 A61 A75 1 A94 A101 1 A123 40 A143 A152 3 A173 2 A191 A201 1
A11 5 A32 A49 2599 A62 A73 3 A94 A101 4 A123 31 A143 A152 1 A174 1 A192 A201 2
A12 67 A33 A49 3208 A65 A72 1 A93 A101 3 A123 21 A143 A152 1 A173 1 A191 A201 1
A11 15 A32 A49 415 A61 A73 2 A93 A101 4 A122 75 A143 A152 1 A173 1 A191 A201 2
A13 52 A32 A44 1798 A61 A75 4 A94 A101 2 A124 24 A143 A152 2 A173 1 A192 A201 2
A14 69 A34 A40 7093 A65 A74 3 A92 A101 2 A122 43 A143 A152 1 A173 1 A192 A201 1
A14 15 A32 A41 1352 A61 A73 1 A93 A101 4 A124 57 A143 A153 1 A173 2 A191 A201 1
A11 16 A32 A41 2501 A61 A75 4 A92 A101 4 A122 19 A143 A152 2 A173 1 A192 A201 2
A12 34 A32 A41 400 A61 A73 1 A92 A101 2 A121 20 A143 A152 1 A172 1 A192 A202 2
A14 56 A34 A49 916 A62 A71 1 A92 A101 4 A121 21 A143 A153 1 A173 1 A192 A201 1
A11 5 A34 A42 1535 A61 A72 4 A91 A101 1 A121 20 A143 A151 1 A173 1 A192 A201 2
A14 63 A32 A49 5991 A63 A75 3 A93 A101 3 A122 21 A143 A153 2 A173 2 A192 A201 1
A11 33 A31 A49 1097 A65 A73 4 A92 A101 3 A122 28 A141 A152 2 A174 1 A192 A201 2
A13 42 A32 A49 3601 A61 A73 1 A92 A101 3 A121 52 A141 A152 1 A173 1 A192 A201 2
A12 38 A32 A49 1522 A65 A71 2 A93 A101 2 A123 33 A143 A151 3 A173 1 A191 A201 2
A14 47 A34 A49 1351 A65 A73 4 A92 A101 1 A124 28 A143 A152 3 A173 1 A192 A202 1
A11 16 A32 A49 823 A61 A73 3 A91 A101 2 A122 39 A143 A152 2 A173 1 A192 A201 2
A11 25 A32 A42 974 A61 A73 2 A93 A101 1 A121 43 A143 A152 3 A174 1 A191 A202 2
A14 48 A32 A49 1668 A65 A72 1 A93 A103 3 A121 24 A143 A152 3 A173 2 A191 A201 1
A14 58 A32 A42 2369 A61 A75 4 A93 A101 3 A121 36 A143 A153 1 A174 1 A192 A201 1
A11 6 A31 A40 971 A61 A75 2 A92 A101 3 A122 31 A141 A152 3 A173 1 A191 A201 2
A14 25 A32 A43 393 A63 A72 3 A93 A101 4 A122 26 A141 A152 2 A172 1 A192 A201 1
A12 44 A32 A49 3009 A61 A72 2 A93 A101 1 A121 33 A143 A152 2 A174 2 A192 A201 2
A12 35 A34 A46 1587 A61 A74 3 A93 A101 4 A121 26 A143 A151 1 A172 1 A192 A201 2
A14 49 A32 A41 1702 A61 A72 1 A92 A101 4 A122 34 A142 A152 2 A173 1 A191 A201 1
A14 21 A32 A49 1612 A65 A75 3 A93 A101 1 A122 28 A143 A152 3 A173 2 A191 A201 1
A14 69 A32 A42 672 A64 A75 2 A93 A101 1 A124 31 A143 A152 2 A173 1 A192 A201 1
A11 56 A32 A49 1735 A61 A75 1 A92 A101 2 A124 29 A143 A153 3 A173 1 A191 A201 2
A13 4 A34 A40 678 A61 A72 4 A93 A101 2 A122 39 A141 A152 1 A173 1 A191 A201 1
A14 34 A32 A42 1137 A61 A73 3 A93 A101 1 A122 30 A143 A151 2 A173 1 A191 A201 1
A14 54 A32 A43 2766 A65 A71 3 A93 A101 1 A123 23 A143 A152 2 A173 1 A192 A201 1
A12 38 A34 A40 1700 A61 A71 3 A92 A101 1 A123 19 A143 A153 2 A174 1 A192 A201 2
A12 6 A32 A49 716 A61 A73 1 A92 A101 4 A124 41 A143 A152 2 A173 1 A192 A201 1
A14 20 A34 A49 2455 A61 A75 2 A93 A101 1 A124 40 A143 A152 2 A174 1 A191 A201 1
A12 17 A32 A49 6350 A61 A75 1 A94 A101 2 A124 60 A143 A152 1 A173 2 A191 A201 1
A14 66 A30 A49 1619 A61 A73 2 A93 A101 2 A124 26 A143 A152 1 A173 1 A191 A201 2
A12 63 A32 A41 664 A61 A73 3 A91 A101 1 A122 43 A143 A152 2 A173 1 A191 A201 2
A14 52 A34 A40 374 A62 A73 1 A93 A101 4 A121 49 A142 A153 3 A172 1 A192 A201 1
A11 35 A32 A40 1336 A61 A73 2 A93 A101 2 A122 19 A143 A152 2 A172 1 A192 A201 2
A13 38 A32 A49 843 A61 A74 1 A92 A101 2 A124 37 A143 A152 3 A172 1 A191 A201 2
A14 43 A32 A40 803 A64 A73 2 A93 A101 2 A121 75 A143 A151 2 A172 1 A191 A201 1
A14 46 A34 A48 1057 A61 A75 1 A93 A101 3 A124 19 A143 A152 2 A173 2 A191 A201 1
A12 6 A32 A48 250 A61 A73 2 A93 A103 4 A124 56 A141 A152 3 A174 2 A192 A201 2
A12 48 A32 A43 1987 A65 A73 4 A91 A101 4 A122 32 A143 A152 2 A173 1 A191 A201 2
A14 62 A32 A49 2680 A61 A73 4 A93 A101 3 A123 31 A141 A152 3 A173 1 A192 A201 2
A11 8 A32 A49 2296 A65 A75 3 A92 A101 3 A124 44 A143 A151 1 A173 2 A191 A201 1
A13 6 A32 A49 3955 A63 A74 2 A92 A101 3 A124 29 A143 A152 3 A173 1 A192 A201 1
A12 71 A34 A49 997 A61 A73 4 A92 A101 4 A121 45 A143 A152 3 A174 2 A192 A202 2
A11 38 A30 A41 2291 A61 A72 1 A93 A101 3 A122 49 A143 A152 1 A173 1 A191 A202 2
A12 61 A32 A48 10227 A61 A75 4 A93 A101 2 A124 19 A143 A152 1 A172 2 A192 A201 1
A14 43 A33 A49 1271 A61 A73 2 A92 A101 1 A123 51 A143 A152 3 A172 1 A192 A201 1
A12 65 A32 A46 1013 A62 A73 1 A91 A101 4 A124 22 A143 A152 3 A173 2 A191 A201 1
A12 8 A34 A41 2193 A61 A75 1 A93 A101 3 A122 34 A143 A152 1 A172 1 A191 A201 1
A14 47 A32 A41 369 A61 A73 3 A91 A103 1 A124 20 A143 A152 3 A173 1 A191 A201 2
A14 14 A34 A41 7207 A61 A73 1 A93 A101 4 A122 48 A143 A152 1 A173 1 A191 A201 1
A12 24 A32 A49 2321 A61 A71 2 A91 A101 2 A123 20 A141 A152 2 A172 2 A191 A201 2
A11 48 A32 A42 3556 A65 A73 4 A93 A101 2 A124 26 A143 A152 2 A173 1 A192 A201 2
A14 15 A34 A42 3202 A61 A71 3 A93 A101 4 A122 34 A143 A152 1 A174 1 A191 A201 2
A14 69 A34 A42 4579 A61 A75 1 A91 A101 4 A121 38 A143 A152 1 A173 1 A191 A201 2
A13 58 A32 A40 1150 A61 A75 3 A93 A101 1 A121 75 A143 A152 1 A173 1 A192 A201 1
A14 42 A34 A49 1844 A62 A73 3 A93 A101 2 A121 28 A143 A151 3 A173 2 A192 A201 1
A11 10 A32 A40 9374 A61 A72 3 A93 A101 2 A122 29 A143 A152 3 A173 1 A192 A201 1
A12 30 A32 A49 1248 A61 A73 3 A93 A101 1 A122 36 A143 A152 1 A174 1 A191 A201 1
A14 61 A32 A42 2401 A62 A73 3 A93 A101 4 A123 39 A143 A152 2 A172 1 A192 A201 1
A14 22 A32 A40 1068 A61 A75 1 A92 A101 2 A122 38 A141 A152 1 A173 1 A192 A201 1
A14 28 A32 A49 1948 A65 A75 1 A93 A101 4 A124 33 A141 A151 3 A173 2 A191 A201 1
A14 63 A32 A49 9938 A62 A74 2 A92 A101 3 A124 36 A143 A152 3 A174 1 A191 A201 1
A11 6 A31 A49 1161 A61 A75 3 A92 A101 1 A121 33 A143 A153 1 A174 1 A192 A201 2
A14 60 A34 A46 1038 A65 A74 1 A93 A103 4 A122 20 A143 A151 3 A173 1 A191 A201 1
A12 10 A31 A43 1094 A61 A72 2 A91 A101 1 A124 60 A142 A152 2 A173 1 A191 A201 2
A14 22 A32 A46 3427 A64 A71 2 A93 A101 1 A123 19 A143 A152 2 A173 1 A192 A201 1
A11 29 A32 A40 1694 A61 A72 3 A91 A101 4 A122 29 A143 A152 1 A173 1 A191 A201 2
A12 42 A33 A49 3225 A65 A75 2 A93 A101 1 A121 27 A143 A152 1 A172 1 A192 A201 2
A14 22 A32 A49 3296 A61 A73 3 A92 A101 4 A123 41 A143 A152 2 A173 1 A192 A201 1
A14 26 A34 A43 1561 A62 A72 1 A93 A101 1 A121 31 A143 A153 3 A173 1 A191 A201 1
A11 49 A33 A41 703 A62 A75 1 A93 A101 3 A121 51 A142 A152 1 A173 1 A191 A201 2
A14 53 A34 A42 921 A65 A74 2 A93 A101 2 A123 46 A143 A152 1 A173 1 A192 A201 1
A14 22 A32 A49 3159 A65 A73 1 A93 A103 1 A122 19 A143 A152 3 A174 1 A191 A201 1
A12 20 A34 A49 5221 A61 A75 2 A93 A101 4 A122 37 A143 A152 3 A173 1 A191 A201 2
A12 27 A30 A49 2390 A61 A73 4 A93 A101 3 A122 44 A143 A152 1 A172 2 A192 A201 2
A12 59 A34 A49 2114 A61 A73 4 A92 A101 3 A121 40 A143 A153 1 A173 2 A192 A201 1
A11 34 A32 A42 1431 A61 A75 3 A93 A101 4 A121 33 A143 A152 1 A173 1 A192 A201 2
A14 47 A32 A42 849 A64 A72 4 A92 A101 1 A124 33 A143 A153 1 A172 1 A191 A201 1
A14 48 A34 A41 1657 A61 A74 3 A92 A101 3 A121 26 A143 A152 2 A173 1 A192 A201 1
A14 32 A32 A43 2131 A61 A72 1 A93 A101 3 A121 29 A143 A152 3 A173 1 A192 A201 1
A14 39 A31 A42 830 A61 A75 1 A92 A101 4 A122 38 A143 A153 1 A173 1 A191 A202 1
A14 61 A33 A40 503 A61 A75 4 A92 A101 1 A124 23 A141 A151 3 A173 1 A191 A201 1
A12 63 A32 A43 1678 A61 A74 4 A92 A101 1 A123 23 A143 A152 1 A173 1 A192 A201 2
A11 55 A32 A49 1861 A61 A73 1 A93 A101 2 A121 45 A142 A152 1 A173 1 A191 A201 2
A14 19 A34 A43 13063 A61 A73 4 A92 A101 2 A122 45 A143 A153 1 A173 1 A191 A201 1
A12 33 A34 A49 1178 A62 A72 1 A93 A101 3 A123 28 A143 A152 3 A173 1 A192 A201 1
A12 4 A34 A41 956 A65 A72 4 A92 A101 3 A122 53 A143 A152 1 A173 1 A192 A201 1
A12 27 A32 A41 1639 A64 A75 4 A93 A101 1 A121 19 A143 A152 1 A174 1 A192 A201 1
A14 44 A34 A49 888 A61 A73 2 A92 A101 1 A122 37 A143 A152 1 A173 1 A191 A201 1
A11 23 A32 A49 1720 A61 A75 3 A93 A101 1 A123 21 A143 A152 2 A173 1 A191 A201 2
A11 28 A33 A40 3070 A61 A75 3 A93 A101 3 A122 56 A143 A152 1 A173 1 A191 A201 2
A12 8 A34 A49 2657 A65 A73 3 A92 A101 3 A121 41 A142 A152 1 A173 1 A192 A201 1
A14 32 A32 A49 389 A64 A73 1 A91 A101 3 A122 46 A143 A152 3 A173 1 A192 A201 2
A14 64 A32 A40 9961 A61 A72 2 A92 A101 4 A124 41 A143 A152 2 A172 1 A192 A201 1
A11 30 A34 A40 2174 A61 A75 2 A93 A101 4 A124 33 A143 A152 3 A173 1 A192 A201 1
A12 61 A33 A49 2903 A61 A74 2 A91 A101 1 A122 38 A143 A151 1 A174 1 A191 A201 2
A11 5 A32 A42 2684 A61 A72 4 A93 A101 4 A123 36 A143 A152 1 A173 2 A192 A202 2
A14 22 A32 A40 6822 A61 A73 2 A93 A101 4 A121 19 A143 A151 2 A173 1 A191 A201 1
A12 31 A32 A49 1268 A61 A74 4 A93 A101 2 A123 26 A143 A152 2 A173 1 A192 A201 2
A14 30 A32 A42 1286 A61 A73 1 A92 A101 3 A121 35 A143 A152 3 A174 1 A191 A201 1
A12 6 A34 A42 1128 A62 A73 2 A92 A101 1 A122 28 A143 A152 2 A172 1 A191 A202 1
A14 47 A34 A43 489 A61 A73 1 A93 A101 2 A122 52 A143 A153 1 A173 1 A191 A201 1
A14 23 A34 A49 1554 A61 A73 2 A93 A101 3 A124 41 A141 A152 1 A173 1 A191 A201 1
A11 15 A32 A40 5728 A65 A72 1 A93 A101 4 A121 47 A143 A153 2 A172 2 A192 A202 1
A12 40 A32 A49 1946 A61 A75 4 A94 A101 2 A121 20 A143 A151 3 A172 1 A192 A201 2
A14 31 A34 A42 3199 A61 A73 3 A93 A101 4 A124 48 A143 A151 1 A173 1 A192 A201 1
A12 15 A34 A40 751 A61 A73 4 A92 A102 3 A122 42 A143 A152 3 A174 1 A191 A201 2
A11 29 A32 A40 805 A62 A73 4 A92 A101 3 A123 19 A143 A152 1 A173 1 A191 A201 2
A14 60 A34 A49 3881 A63 A75 1 A93 A101 4 A122 23 A143 A152 2 A172 1 A192 A201 1
A12 34 A32 A46 361 A64 A74 3 A92 A101 4 A124 23 A143 A152 1 A172 1 A191 A201 1
A13 6 A33 A42 4925 A61 A75 3 A93 A103 1 A122 28 A143 A152 2 A174 1 A191 A201 2
A11 45 A32 A42 1722 A61 A72 4 A94 A101 2 A121 23 A143 A153 3 A173 1 A191 A201 2
A11 6 A32 A49 1111 A63 A73 4 A93 A101 1 A124 20 A143 A152 2 A173 1 A191 A201 1
A12 45 A32 A49 412 A65 A73 1 A93 A103 1 A122 29 A143 A152 1 A173 1 A192 A201 1
A11 69 A34 A49 5267 A65 A75 1 A93 A101 1 A121 21 A143 A152 2 A173 1 A191 A201 1
A12 13 A32 A49 6249 A61 A73 4 A92 A101 3 A121 30 A143 A152 1 A173 1 A191 A201 2
A12 53 A32 A42 2877 A61 A73 2 A92 A101 1 A124 32 A143 A152 2 A173 1 A192 A201 2
A12 28 A32 A49 1148 A65 A75 2 A92 A101 4 A121 38 A143 A153 2 A172 2 A191 A201 1
A14 16 A30 A42 678 A62 A75 3 A92 A101 2 A124 51 A141 A152 3 A173 1 A191 A201 1
A11 33 A31 A41 2881 A61 A73 2 A93 A101 4 A121 28 A143 A152 2 A174 1 A192 A201 2
A14 23 A32 A40 7725 A65 A74 1 A91 A101 3 A124 29 A143 A152 1 A173 1 A192 A201 1
A14 29 A32 A42 4539 A61 A72 1 A92 A101 4 A123 35 A141 A151 3 A173 1 A191 A201 2
A14 56 A32 A40 1418 A61 A72 2 A93 A101 3 A122 21 A143 A152 1 A173 1 A191 A201 1
A13 14 A32 A43 688 A63 A75 2 A93 A101 1 A122 43 A141 A153 3 A173 1 A192 A201 1
A14 65 A32 A40 742 A62 A72 1 A91 A101 1 A123 32 A143 A152 2 A172 1 A191 A201 2
A14 62 A32 A49 588 A61 A73 3 A92 A101 1 A121 37 A143 A152 3 A173 1 A192 A201 1
A12 27 A32 A41 5914 A65 A73 3 A93 A101 2 A121 33 A143 A152 2 A173 1 A191 A201 1
A12 50 A34 A49 3152 A61 A72 3 A93 A101 2 A124 36 A143 A152 3 A173 1 A192 A201 2
A11 21 A32 A41 5125 A65 A74 3 A93 A101 2 A122 25 A143 A152 1 A173 1 A191 A201 2
A14 29 A33 A49 888 A61 A73 4 A93 A101 4 A124 62 A143 A152 1 A173 1 A192 A201 1
A14 54 A33 A40 598 A65 A72 2 A93 A101 4 A121 43 A143 A152 1 A172 1 A192 A201 1
A12 52 A34 A49 5919 A61 A73 3 A93 A103 1 A121 27 A141 A152 3 A173 1 A191 A201 2
A14 69 A32 A40 556 A62 A73 1 A93 A101 4 A121 27 A143 A151 1 A173 1 A191 A201 1
A14 52 A32 A49 10480 A63 A75 1 A93 A101 3 A124 33 A143 A152 1 A171 1 A191 A201 1
A14 43 A32 A49 1491 A61 A74 1 A92 A101 2 A122 23 A143 A152 3 A173 1 A191 A201 1
A14 20 A33 A43 1918 A61 A74 2 A93 A101 3 A121 20 A143 A152 1 A173 1 A191 A201 1
A14 39 A34 A41 982 A65 A75 3 A93 A101 2 A121 32 A143 A152 3 A172 1 A191 A201 1
A14 7 A32 A41 24992 A61 A73 4 A93 A101 1 A121 19 A143 A152 2 A172 1 A192 A201 1
A14 29 A34 A49 705 A61 A75 2 A92 A101 1 A121 32 A143 A152 2 A172 1 A192 A201 1
A11 10 A34 A42 3024 A61 A73 3 A93 A101 2 A123 51 A143 A152 3 A173 1 A191 A201 2
A14 34 A30 A49 3248 A61 A74 4 A93 A101 3 A124 23 A143 A152 3 A173 1 A192 A201 2
A14 29 A30 A49 271 A61 A75 4 A93 A101 1 A124 34 A143 A153 2 A174 1 A191 A201 1
A11 34 A32 A40 2727 A65 A73 3 A94 A103 3 A122 55 A143 A153 2 A173 2 A191 A201 1
A11 57 A32 A44 624 A62 A75 3 A93 A101 3 A124 46 A143 A152 3 A173 2 A191 A201 2
A11 12 A34 A49 732 A61 A75 2 A93 A101 2 A122 31 A143 A152 1 A172 1 A191 A201 1
A12 17 A32 A49 1355 A64 A73 3 A93 A101 4 A124 27 A142 A152 1 A173 1 A192 A201 1
A14 37 A32 A49 3458 A61 A72 1 A93 A102 3 A123 45 A143 A152 2 A173 1 A191 A201 1
A13 4 A34 A42 916 A61 A73 1 A93 A101 2 A124 37 A143 A152 3 A173 1 A192 A201 1
A14 47 A33 A41 3859 A65 A75 4 A93 A101 2 A124 45 A143 A152 1 A173 1 A192 A202 1
A11 19 A32 A40 3137 A62 A73 4 A93 A101 4 A124 54 A143 A152 2 A174 1 A191 A201 2
A14 60 A32 A49 1321 A64 A73 3 A93 A101 1 A122 50 A142 A152 1 A173 1 A192 A201 1
A14 38 A32 A46 735 A61 A75 4 A93 A101 3 A122 44 A142 A152 2 A173 1 A192 A201 1
A14 56 A32 A49 1649 A65 A73 1 A93 A101 3 A124 24 A143 A152 1 A173 1 A191 A201 1
A12 26 A33 A42 4181 A61 A74 4 A92 A102 1 A122 38 A143 A152 1 A172 1 A192 A201 2
A12 50 A32 A49 1227 A61 A73 1 A93 A101 3 A121 28 A143 A152 1 A173 1 A191 A201 2
A11 5 A32 A42 6762 A61 A75 2 A92 A101 4 A121 38 A143 A151 1 A173 1 A192 A201 2
A14 55 A32 A49 1065 A61 A73 3 A93 A101 2 A124 37 A141 A152 3 A174 2 A192 A202 1
A12 46 A34 A49 7768 A61 A75 2 A92 A101 3 A124 22 A143 A152 3 A174 2 A192 A201 2
A14 37 A34 A42 312 A62 A73 1 A91 A103 2 A122 31 A142 A152 3 A173 2 A192 A202 1
A11 22 A32 A42 2326 A63 A71 1 A91 A101 3 A121 36 A141 A152 3 A174 1 A191 A201 2
A11 18 A33 A42 2278 A65 A73 2 A93 A101 4 A124 54 A143 A151 3 A174 2 A192 A201 1
A14 54 A34 A42 5736 A61 A73 2 A93 A101 1 A124 45 A143 A152 1 A173 1 A191 A201 2
A14 71 A32 A40 2838 A62 A74 1 A93 A101 4 A124 55 A141 A152 3 A173 1 A191 A201 1
A13 22 A32 A41 742 A65 A73 4 A93 A101 3 A124 19 A143 A152 1 A172 1 A191 A201 1
A11 26 A34 A42 952 A61 A74 3 A92 A101 2 A124 26 A143 A152 3 A172 1 A191 A201 1
A12 43 A32 A42 645 A61 A75 3 A93 A101 2 A123 53 A143 A152 3 A174 1 A191 A201 1
A12 53 A34 A42 2514 A64 A73 3 A92 A101 2 A122 25 A143 A152 3 A172 2 A192 A201 2
A12 9 A32 A41 728 A61 A72 2 A92 A101 4 A123 40 A143 A152 3 A173 1 A191 A201 2
A14 37 A34 A42 702 A61 A73 2 A93 A101 2 A122 31 A143 A152 3 A173 1 A191 A201 1
A14 47 A32 A49 551 A62 A74 1 A92 A101 4 A121 32 A143 A152 3 A174 1 A191 A201 1
A12 50 A32 A40 1673 A61 A75 4 A93 A102 3 A121 48 A143 A151 1 A173 1 A191 A201 2
A14 25 A34 A42 3482 A61 A73 1 A92 A101 2 A121 67 A143 A152 2 A172 1 A191 A201 1
A14 30 A33 A43 972 A65 A73 3 A93 A101 1 A121 19 A142 A153 1 A173 1 A192 A201 1
A14 34 A32 A49 4586 A61 A71 4 A93 A101 4 A122 24 A143 A152 1 A174 1 A191 A201 2
A14 16 A32 A49 1942 A62 A75 3 A91 A101 2 A122 37 A143 A153 2 A173 1 A192 A201 1
A14 33 A32 A42 2152 A61 A72 2 A93 A101 1 A122 52 A143 A152 2 A174 1 A191 A201 1
A12 67 A34 A40 4168 A63 A74 2 A93 A101 1 A124 26 A141 A152 3 A173 1 A191 A201 1
A11 65 A32 A49 708 A65 A72 4 A91 A101 2 A124 42 A142 A152 2 A172 2 A192 A201 2
A14 39 A32 A40 1547 A61 A75 4 A91 A101 3 A121 36 A143 A152 1 A173 1 A191 A201 2
A14 69 A34 A40 577 A61 A73 2 A92 A101 2 A122 33 A143 A152 2 A173 1 A192 A201 1
A12 50 A34 A44 201 A61 A73 1 A93 A101 2 A121 44 A143 A152 3 A174 1 A191 A201 1
A11 12 A34 A49 925 A65 A75 3 A93 A101 4 A122 41 A143 A151 2 A173 1 A191 A201 1
A14 8 A32 A42 242 A61 A74 3 A93 A101 3 A122 33 A143 A153 3 A173 2 A191 A201 1
A12 47 A33 A49 8923 A61 A73 3 A93 A103 4 A124 27 A143 A152 2 A174 1 A191 A201 2
A11 66 A33 A42 614 A65 A73 1 A92 A101 4 A124 19 A143 A152 3 A173 1 A191 A201 2
A11 30 A32 A42 765 A65 A75 4 A92 A103 2 A121 31 A143 A153 3 A173 2 A191 A201 1
A11 28 A32 A42 3670 A61 A72 3 A92 A101 3 A121 55 A141 A152 2 A174 1 A191 A201 2
A14 32 A34 A49 429 A61 A72 3 A93 A101 2 A121 36 A143 A151 2 A173 1 A192 A201 1
A14 65 A33 A40 2168 A61 A75 3 A92 A101 3 A121 31 A143 A152 3 A173 2 A191 A201 1
A11 16 A33 A43 4302 A61 A73 2 A93 A101 2 A124 44 A143 A152 3 A173 1 A192 A201 2
A12 64 A32 A40 408 A61 A73 2 A92 A101 2 A123 46 A143 A152 2 A174 1 A192 A201 2
A14 67 A30 A42 550 A61 A72 2 A93 A101 1 A124 25 A143 A152 3 A173 1 A191 A201 2
A12 62 A31 A49 3316 A65 A74 2 A91 A101 1 A123 23 A143 A152 3 A173 1 A191 A201 1
A14 63 A34 A44 706 A61 A74 1 A92 A101 4 A122 32 A143 A152 2 A174 2 A191 A201 2
A12 51 A34 A42 1535 A61 A74 2 A93 A101 2 A124 38 A143 A152 3 A173 2 A192 A202 2
A12 12 A34 A49 635 A61 A73 4 A93 A101 2 A123 32 A142 A152 1 A173 1 A192 A201 2
A14 43 A33 A41 1590 A64 A74 2 A93 A101 1 A123 19 A143 A153 3 A173 1 A191 A201 1
A14 35 A33 A42 7114 A61 A74 4 A93 A101 1 A121 52 A143 A153 3 A173 1 A192 A201 1
A12 23 A34 A46 1946 A61 A73 4 A94 A101 1 A123 30 A143 A152 2 A172 1 A192 A201 1
A12 67 A34 A40 1002 A64 A73 1 A92 A101 4 A121 38 A143 A151 1 A172 2 A192 A201 2
A12 25 A32 A40 555 A61 A75 3 A93 A101 3 A122 22 A143 A152 3 A173 1 A192 A201 2
A14 7 A32 A44 963 A65 A72 2 A93 A101 3 A124 34 A143 A152 1 A174 2 A191 A201 1
A13 58 A32 A40 182 A61 A74 3 A92 A101 4 A124 30 A143 A152 1 A173 1 A192 A201 2
A14 19 A32 A40 845 A61 A72 2 A93 A101 2 A122 34 A142 A152 1 A172 1 A191 A201 1
A14 70 A34 A49 722 A61 A74 2 A93 A101 3 A123 33 A143 A153 2 A173 1 A192 A201 1
A14 4 A34 A40 1876 A65 A75 3 A92 A101 1 A124 22 A143 A153 1 A173 2 A191 A201 1
A11 70 A32 A49 4468 A61 A75 1 A94 A101 2 A124 28 A143 A152 2 A172 1 A192 A201 2
A11 25 A34 A49 989 A61 A75 4 A91 A101 2 A121 27 A141 A152 2 A173 1 A191 A201 2
