amount,velocity_24h,account_age_days,structuring_score,avg_monthly_balance,num_previous_transactions,customer_age,hour_of_day,country,high_risk_country,customer_type,transaction_type,suspicious
1330.7543417427462,5,350.94342577528056,0.07817965234032133,27694.449824373423,15,25,9,US,0,retail,wire,0.0
4.574222788349962,6,526.5015608258135,0.17285905887176603,2106.145984170543,25,46,12,UK,0,retail,cash,0.0
9183.605650522517,5,377.8162724217237,0.1883881700675785,104908.36478613186,25,65,15,US,0,retail,ach,0.0
156.04705389111749,2,17.578715075596964,0.18080735754531188,144300.77550362004,20,23,17,US,0,retail,check,0.0
8598.099990876679,7,2150.1256766301526,0.21353460298713023,201.84354011437983,22,35,17,US,0,business,ach,0.0
131.66529636595806,4,622.7365330902553,0.35485585434636063,702.6649449633662,11,48,13,US,0,retail,ach,0.0
628.4065740302851,3,232.42357392288227,0.31802514031124196,4419.707271620884,19,44,11,US,0,business,ach,0.0
48.914950231289225,3,97.57454125934507,0.20637425033749984,333.1207296222501,20,75,14,US,0,retail,wire,0.0
9873.469110040534,12,42.40280087537292,0.7185250818559213,388.6430781121098,5,53,22,PA,1,business,wire,1.0
127.66884180966903,2,50.76592797015314,0.18041919496796935,35742.250902801345,27,48,8,US,0,retail,wire,0.0
62.537409396880996,4,583.4716836366248,0.26487425381958835,9924.262437445157,19,54,14,US,0,retail,ach,0.0
152.18214846021223,3,793.562697804849,0.2768699858228373,1550.343811179205,28,26,17,US,0,retail,ach,0.0
312.7407401122784,3,202.29672441368132,0.09729411287457176,7528.5733214489455,20,23,11,US,0,retail,ach,0.0
17.406749940525675,3,91.87488739256479,0.185335296510649,3150.805058953592,14,44,16,CA,0,retail,ach,0.0
86.64910777700793,0,82.34202169739139,0.2545146958563475,299.6270825007158,18,44,12,US,0,retail,ach,0.0
9.320773804405325,2,179.77147064454826,0.08047079590885528,349188.38960497134,17,35,18,US,0,business,wire,0.0
9314.570315015033,6,32.23834040112889,0.09596631136947724,476.7895495198019,20,50,8,UK,0,retail,ach,0.0
53.18324656978515,1,1417.7403049499048,0.031549106505342546,7782.718668924853,22,51,18,UK,0,retail,ach,0.0
9418.606912686735,14,36.77479111729632,0.9024455313942865,396.72479523283863,4,60,10,US,0,retail,cash,1.0
38.65360554042354,4,197.4118160056256,0.11375072371969146,768.0906079812777,16,36,13,US,0,business,wire,0.0
16.366563420874698,7,109.00934115538183,0.09379964779598841,474.6610189044513,27,62,15,US,0,retail,check,0.0
91.4191120811073,3,610.2647656695988,0.11531933019350349,1077.0424561823477,17,34,14,US,0,business,ach,0.0
69.73024879782984,3,53.55498763461464,0.032990105725612895,1991.720392085113,23,62,15,US,0,business,check,0.0
42.681974945564335,1,225.95007745423644,0.11887284067366029,11187.36942758909,17,37,17,UK,0,business,cash,0.0
142.93685502870252,3,71.3955312758954,0.1013092386648918,272.51313368604775,14,40,17,US,0,retail,ach,0.0
92.0258738266808,3,436.6871152039803,0.29204364544170996,1405.849240233141,27,18,13,US,0,business,wire,0.0
9207.730647365528,7,30.0006626981136,0.17075979045502926,279.89828486321755,30,28,14,CA,0,retail,ach,0.0
24.00885003388382,7,136.4649092957603,0.3267238130812461,1189.4621472761296,26,42,13,DE,0,retail,ach,0.0
16.64170033115812,6,26.255515384920546,0.3965578066238941,6055.3858086073615,19,46,13,DE,0,retail,wire,0.0
9180.897394052035,8,24.44430654903341,0.07117965946447978,9084.181808974683,25,44,18,US,0,retail,wire,0.0
72.95909527486357,2,419.7715792118871,0.14989340522044614,16546.59854660024,17,20,9,US,0,retail,wire,0.0
9139.348882694469,8,10.362783622599428,0.4557742679459545,754.3133770142341,28,66,17,US,0,business,wire,0.0
10.203092531642541,2,105.80646329063619,0.1649391722815322,24286.221912499048,19,69,11,UK,0,retail,wire,0.0
44.15614266116646,3,121.42691461528085,0.044340208812389086,220320.86049108955,23,28,16,US,0,business,ach,0.0
161.9072859802949,1,718.5445782183488,0.24641517960493428,7745.5146481681295,21,23,8,US,0,business,check,0.0
420.7527270331841,2,51.55138791620312,0.2815519929577752,2031.8075960522256,22,46,13,UK,0,retail,check,0.0
134.9718557869723,1,191.56541981574068,0.25320667609768577,59165.46427046751,20,25,11,US,0,retail,wire,0.0
327.68620136945736,1,525.5313886739448,0.07622676891269994,15490.26883748579,18,55,10,US,0,retail,ach,0.0
138.24872723820326,4,560.486187156113,0.1192729736742495,387.3679025253615,23,54,12,CA,0,retail,wire,0.0
9096.45018103136,10,47.87351374131894,0.5324950112399537,8235.904728061047,21,67,12,US,0,retail,check,0.0
253.9191355637831,2,117.11451442145662,0.22514330687345918,885.4467401658285,26,18,9,US,0,retail,wire,0.0
6.8843742917641,3,570.1079689067108,0.2150264118025258,16956.52596342805,17,32,12,US,0,retail,check,0.0
7.645457490551737,4,98.26274049261754,0.15443489360120233,12143.308077014815,14,49,14,US,0,retail,ach,0.0
8728.495609864962,7,86.76798480708237,0.5490329564487095,112379.87589273321,21,38,13,UK,0,retail,wire,0.0
64.1785404241984,8,141.97684247032998,0.2235947487293059,847.7531476007782,21,46,17,US,0,retail,check,0.0
14.043845663296855,5,217.49598400246677,0.293295730502113,6861.9413126817335,19,32,14,CA,0,retail,ach,0.0
17.674571546066545,1,242.2720396308417,0.3127104023422964,8492.503803091166,33,57,9,UK,0,retail,ach,0.0
9351.678009287549,4,10.016507043770739,0.5146908351308997,6204.859891219735,25,52,11,US,0,retail,ach,0.0
383.13689086187424,3,1182.8204771484366,0.06870950483229608,1855.825211900743,36,39,9,US,0,retail,ach,0.0
41.82916089942153,1,871.839675265992,0.3248959749169904,186338.74364355716,24,48,16,US,0,retail,wire,0.0
838.2547759504014,3,72.18843860282053,0.293702505009665,230.80675927034974,21,66,8,US,0,retail,ach,0.0
373.8706901727035,4,805.0948982244241,0.020036902921826426,1432.5155682950708,30,22,11,US,0,retail,check,0.0
121.17319643895014,2,292.5564015534725,0.1641086319933399,5348.785258042209,27,63,11,UK,0,retail,ach,0.0
38.095555854411884,2,52.41342958347457,0.17912482699391838,6119.435437380855,26,49,13,US,0,retail,cash,0.0
9129.124672637885,5,147.17594538429253,0.1342616567784346,270.4985907459563,23,32,17,CA,0,business,ach,0.0
18.609530955516213,2,336.9004990038698,0.29692748903710725,3587.6987258314707,20,21,16,US,0,business,ach,0.0
14.546620698711665,6,318.2136065605289,0.1514193118989695,19088.451015921357,19,42,12,US,0,retail,wire,0.0
219.25448361538778,3,297.4408881698478,0.09014132651717718,194897.42011199644,20,59,11,UK,0,retail,cash,0.0
1344.316791765568,2,386.40074331688726,0.07316314049020611,3721.295598449788,20,61,11,US,0,business,wire,0.0
8736.236009244829,8,90.71233668608266,0.5824923420534869,2654.133144542746,22,44,16,DE,0,retail,ach,0.0
190.2316671685209,2,282.61894881928345,0.37057228412928367,1018.0603399739651,23,39,10,US,0,retail,wire,0.0
68.00390034632771,3,296.27519693622753,0.1665351553607566,525.6043942206793,18,60,18,US,0,retail,cash,0.0
7.108609072931433,4,151.3870135725692,0.4153158841658824,5225.214335695845,24,71,17,US,0,retail,check,0.0
135.49646057557314,2,434.2809092516414,0.1559450132624653,1248.0175075738184,16,42,14,US,0,business,wire,0.0
12.007033834040987,3,1147.2112722947097,0.10869408944835547,1117.8012246505857,34,53,14,US,0,business,ach,0.0
8534.816462431472,10,9.878320548627846,0.09984810072513713,2233.258990217045,15,25,18,DE,0,retail,ach,0.0
120.29662587620942,5,435.0870440684629,0.07238703739970816,283.72709189219773,32,64,9,UK,0,retail,check,0.0
2.9964744877198726,2,358.1583421938771,0.2663468029126013,94192.47368472126,29,62,18,CA,0,business,cash,0.0
23.22514115295061,0,1061.6956771452215,0.08112020382583039,7046.630750439402,30,44,12,CA,0,retail,wire,0.0
2.637906526495037,6,66.79038465700259,0.01905732459690556,6568.407189144201,15,44,14,CA,0,retail,check,0.0
23.171135546414934,2,249.56169407198396,0.26866773166359753,423.4309021440433,27,58,18,US,0,business,ach,0.0
27.46487471726955,2,504.3061036169373,0.22944089384161612,42338.827852864706,25,59,18,UK,0,retail,ach,0.0
1080.275256573617,1,381.943898124202,0.15868749674497076,1245.3289471578944,19,42,17,US,0,business,wire,0.0
44.453464538513124,2,397.4889651568924,0.07547236689386287,3885.429486196754,24,28,16,UK,0,retail,ach,0.0
288.175614394596,3,120.01802882825503,0.04131127557881381,18190.78465743238,22,31,8,UK,0,retail,ach,0.0
30.597106395877198,1,124.53429539909688,0.14965141352210876,3056.767725406787,20,26,12,UK,0,business,check,0.0
49.53633721564282,0,1256.2427096832294,0.12259337175337034,215.8170317701435,24,40,12,UK,0,retail,ach,0.0
36.357621985228185,0,113.3415419061422,0.09535753865923013,1284.9322270589673,21,44,16,UK,0,retail,wire,0.0
23.39916851261585,5,667.880480808948,0.1444080237934056,3181.1727024715087,14,45,13,US,0,retail,check,0.0
9358.832597363778,9,27.4214509559502,0.5883096002422471,2403.621630871153,20,23,12,US,0,retail,check,0.0
50.50480658653802,2,386.13630211160506,0.09633594882628567,46478.58130089077,25,40,13,US,0,retail,ach,0.0
142.35682813787474,2,97.90361867903034,0.39216177117634377,1922.7664002329589,24,45,17,DE,0,business,wire,0.0
139.32530159191452,3,86.25264118717287,0.4795982413842804,1783.8814016874787,27,51,18,US,0,retail,check,0.0
100.0515185344075,6,1019.187758279121,0.5807431954194915,342.83991409872334,30,46,11,US,0,retail,ach,0.0
43.49928901101507,2,408.0683010753998,0.22659794266504238,2460.6124036663687,31,71,8,UK,0,retail,ach,0.0
8815.423182086135,8,552.2903763712824,0.4844143633036551,1129.3282625442987,22,33,12,US,0,retail,ach,0.0
9203.341218932715,7,12.831837519427301,0.47170101427020616,21399.59449073815,21,54,14,DE,0,retail,wire,0.0
103.97811201498224,5,67.3609079760716,0.20867555599070803,661.2052616114677,20,70,17,US,0,retail,ach,0.0
99.69102385645091,7,75.95714438888308,0.030687454260389418,3238.819709845115,23,49,15,US,0,retail,wire,0.0
22.754581712951218,4,249.63923259549836,0.10516483035693065,42092.06303636303,26,31,10,US,0,retail,check,0.0
8700.268939759702,6,11.40842393914235,0.6694707946139445,441.09850061964244,19,61,14,UK,0,retail,ach,0.0
206.00481638586342,5,86.72097604674924,0.19888965000928813,23963.52530568054,27,56,16,DE,0,retail,ach,0.0
20.283553903802606,2,613.9381644549683,0.27985317099281143,2309.5108153620467,30,49,9,DE,0,business,wire,0.0
82.80510446251499,3,106.12443522356047,0.10248096404343443,3067.5837738896544,15,47,9,UK,0,retail,check,0.0
13.64582489801108,1,511.9116882856918,0.21305082323551305,1469.5862302848338,20,26,18,US,0,retail,cash,0.0
5.568707229262199,4,842.3787673719327,0.27423108232889404,238.31029297616482,10,60,12,UK,0,retail,wire,0.0
129.47338026969518,2,748.7426553730564,0.42147834184410815,85.42886941918259,21,39,11,UK,0,retail,check,0.0
11.182928747096273,0,278.9620276399682,0.031704827632574865,4084.102916407119,24,65,18,US,0,retail,ach,0.0
33.06410318704381,0,494.42609731254095,0.1346627790196239,798.7930679582175,18,32,8,US,0,retail,wire,0.0
270.8268987681193,5,609.4725001129514,0.15138440788690602,2378.0736737541483,17,57,10,CA,0,retail,check,0.0
13.07641925421789,5,64.2292537189012,0.1064018991217233,2287.7255095808337,15,32,17,US,0,retail,ach,0.0
234.09610343797885,3,44.27291604182728,0.09747585621620877,9500.751092402319,17,68,8,US,0,retail,ach,0.0
227.22922406172503,1,1009.0714692746938,0.12483272824536104,229.07819408303675,27,44,14,CA,0,retail,check,0.0
55.39041589974341,5,791.4350213311313,0.09815261721529744,1111.856605304968,20,53,15,UK,0,retail,wire,0.0
9320.130536650859,7,812.3497321151015,0.18676596899747114,3234.336607697382,22,45,12,US,0,business,ach,0.0
197.59210676047064,2,75.85390801342136,0.11567629624251866,2715.912410722289,18,44,15,US,0,business,ach,0.0
12.3236175622014,1,138.18110180152397,0.5269509639054362,64979.80986377771,21,62,9,CA,0,retail,check,0.0
15.361874307998233,4,729.8934890089402,0.13761503815435042,16224.783963081236,23,44,8,UK,0,retail,ach,0.0
1073.21841435103,0,26.285842841126282,0.34256031954783284,8422.560109676508,32,50,15,US,0,retail,check,0.0
9.221587958825905,5,314.30502326362705,0.10207717013851571,30475.65932099577,28,66,9,US,0,business,cash,0.0
23.82132758372043,1,179.18756547135874,0.20454420658895014,730.9102357000424,21,48,9,CA,0,retail,wire,0.0
43.05418227112356,1,561.2947941911244,0.45250931686013635,391.5928998930792,29,65,14,CA,0,retail,ach,0.0
15.206007787182543,0,930.6157926564545,0.09087129161115434,1011.4444638459221,21,38,8,US,0,retail,ach,0.0
20.834079701331067,1,437.11219197899425,0.11694967325381649,16806.246937114487,14,53,9,UK,0,business,check,0.0
135.4897814224547,2,2491.42790879674,0.2529350369064298,12876.530512073445,21,31,12,US,0,business,ach,0.0
54.520744197202504,2,2824.2007569409143,0.19284169896711048,5954.468732485996,29,62,8,UK,0,retail,ach,0.0
1129.215984431985,4,33.78673524295485,0.0589282276732676,69918.81502707122,32,55,10,UK,0,retail,check,0.0
9724.018112427522,14,14.315158620120704,0.6644347651363112,4624.141274598037,5,46,17,KY,1,retail,cash,1.0
8620.043112973968,6,55.35189587256173,0.5334456060233095,24326.997529141983,19,40,13,US,0,retail,wire,0.0
1.8632633729300774,2,45.038903209329305,0.16714661473474818,812.3548311968095,17,45,8,US,0,retail,wire,0.0
3.4723940132289703,1,638.9819064836439,0.14401684655164435,470.9372119688677,16,62,18,US,0,business,ach,0.0
23.975287875158656,4,164.90711032266475,0.17941120836250252,6439.66161096875,23,48,14,US,0,retail,ach,0.0
9178.938359972419,11,10.20148693710024,0.3151789373805391,5187.3447286190085,13,36,9,UK,0,retail,wire,0.0
1248.4534164488332,2,74.96067488763914,0.18991924314303665,8125.314839173501,23,44,16,US,0,retail,wire,0.0
187.0058935540463,4,367.57491615064293,0.027579164952254112,3502.8169373750256,29,62,11,UK,0,retail,ach,0.0
145.33185336515004,3,560.21033634436,0.1956378398773113,15348.3913137817,19,38,9,US,0,retail,ach,0.0
64.6279906702505,4,172.16049701289796,0.2602369416007006,34847.62977734747,19,75,10,UK,0,retail,cash,0.0
189.9678616815201,6,82.45892742635952,0.21462330689583828,42579.13173030847,25,49,18,US,0,business,wire,0.0
8833.958261323178,2,21.066154786670243,0.4604051378471275,49107.935504374946,28,33,14,US,0,retail,ach,0.0
16.388920903183948,4,303.22575198695273,0.22085640921860306,2323.0043421288533,23,44,11,US,0,retail,ach,0.0
142.39475261842477,4,451.70389463847647,0.12666584122775917,1124.7179368380685,25,38,14,UK,0,retail,cash,0.0
9014.889835274462,7,364.4460748952028,0.080484541663396,57757.10814685615,23,49,16,US,0,retail,ach,0.0
23.096039393918684,4,210.81422753874506,0.3019561503324058,2165.8020361035783,27,43,14,US,0,retail,ach,0.0
26.956153543446767,2,224.93476808698023,0.13545295872227717,8542.274026775287,23,49,18,US,0,business,ach,0.0
126.97766872704919,3,602.2023911488743,0.1639364470505213,1753.5854690181839,13,59,12,US,0,retail,wire,0.0
27.033675703043496,2,323.56144059658476,0.20693384136494106,8567.783687947445,19,44,12,US,0,retail,wire,0.0
166.06856570903003,2,669.1608740578597,0.2587693038668832,75417.77995371145,23,54,10,US,0,retail,ach,0.0
135.26049823886453,3,88.17493298005843,0.2136914876358421,10251.848693358232,18,26,10,US,0,business,ach,0.0
459.24011768838864,2,136.0519879619236,0.17890024677135233,399.78045378056044,27,55,14,UK,0,business,check,0.0
218.23180948045828,3,1886.8381352203062,0.06185542648937399,1004.2354677259535,30,30,15,US,0,retail,ach,0.0
121.35306283444125,5,940.6183370514188,0.21836678250599892,3700.5641860289907,17,76,8,US,0,retail,ach,0.0
8606.074097811794,7,405.3778820978527,0.10085252680177133,12517.261994501256,30,60,8,US,0,retail,wire,0.0
30.88298710737069,2,78.31320121232099,0.14447110425792745,7738.459661210283,24,18,12,US,0,retail,wire,0.0
268.83961558178044,3,444.53827460725626,0.05936998487184146,31185.62475850075,24,38,13,CA,0,retail,check,0.0
33.95311875634418,3,221.54402831669543,0.15018859127742057,5378.895985863208,23,38,11,US,0,retail,ach,0.0
8799.405687877292,7,80.40258482227692,0.32534909098381176,2085.4567943603884,20,18,10,CA,0,retail,ach,0.0
35.6537534351229,2,189.5540853548811,0.055895229859371044,97.86943692787408,22,33,8,US,0,retail,ach,0.0
74.7394516392117,4,39.7985241441016,0.1894571012847185,4222.3100386163505,26,35,9,US,0,retail,wire,0.0
26.849438752838697,2,644.1906474522841,0.05539499536028341,27814.930282027635,22,37,16,US,0,retail,wire,0.0
80.814517576654,1,34.527811190133804,0.2775244231942508,2939.3933790609485,19,40,15,DE,0,retail,ach,0.0
303.1439220174799,5,33.68187951668464,0.14426498462657494,31118.825103787236,23,36,11,US,0,business,ach,0.0
18.734159108998394,1,174.7911407806955,0.3582623449253308,595.1160802084306,24,30,9,US,0,business,wire,0.0
8783.307061345262,5,872.0190838864562,0.353599369363983,6539.355998068409,18,53,18,CA,0,business,check,0.0
213.14039502363985,2,1470.2219345302267,0.3026166449295324,40151.98365885836,19,30,13,CA,0,retail,ach,0.0
160.65331183827362,3,486.0677079627689,0.12383696896461407,1115.5414800917965,23,49,14,US,0,retail,ach,0.0
9030.80164070027,6,27.598345098135578,0.5413756668703963,9570.326709820265,19,57,18,US,0,retail,wire,0.0
13.166529883346474,2,1092.817709536365,0.06578920385334214,3854.7852800334485,25,44,10,US,0,business,wire,0.0
43.923107510841,2,32.58658485862024,0.0932653152610998,2149.5753697805417,22,85,8,UK,0,retail,wire,0.0
77.40090384750476,5,58.94309434009431,0.06704842730126094,261.7217462608029,12,18,15,CA,0,retail,ach,0.0
8531.558454116846,7,265.6708587812373,0.02737162235504909,18241.154045961037,18,43,11,US,0,business,check,0.0
346.59788598881715,5,1260.4345723809506,0.11009747437452891,6348.805582203292,21,25,10,UK,0,retail,ach,0.0
3.1940451652044546,6,138.0910255288342,0.09745661745824387,685.1762148086779,17,20,15,CA,0,business,ach,0.0
51.317307912201635,4,230.43355475423783,0.21268279594624798,24958.36181561509,15,46,16,DE,0,business,ach,0.0
208.35639611100666,4,87.08236077599582,0.12570636432845658,3761.227507566303,25,48,17,US,0,business,check,0.0
9308.124745367335,15,10.303206911279283,0.7191077106617105,72344.69806735676,9,40,18,VG,1,retail,wire,1.0
115.73066243473552,2,361.2583971108272,0.1946094146257403,2792.425828860753,22,36,10,US,0,retail,ach,0.0
8926.384138364849,8,184.6574880998415,0.24295142491869806,16561.405912485763,26,18,10,US,0,retail,wire,0.0
10.85644861171464,4,1919.8086702074768,0.2532432573632478,24096.358552845628,18,52,16,US,0,retail,check,0.0
58.39227934660354,3,105.68083212380252,0.29911096281616,2664.925410631398,25,51,15,US,0,retail,ach,0.0
43.13513132275486,5,274.7800985507589,0.32905269868678905,113398.70077965401,20,34,11,US,0,retail,wire,0.0
111.44227588021485,0,124.8176454610585,0.13922692638778625,13177.43627629288,20,80,15,UK,0,business,check,0.0
34.062038802955826,4,4218.908330248718,0.10652982322814433,1847.0733468553506,29,43,17,UK,0,retail,wire,0.0
212.6951627874582,3,100.4215691170319,0.1585747767063999,613.5431598786147,28,85,8,UK,0,retail,wire,0.0
9361.897127328077,6,290.8384795623182,0.21054039365681587,37363.20883086052,15,46,12,US,0,retail,wire,0.0
21.010874844256747,3,123.56958033422978,0.35456800058364085,440.00408367888156,18,19,13,CA,0,retail,ach,0.0
8874.133220456437,11,23.399560813944873,0.7080555288129452,278.99051076221394,22,46,17,US,0,business,wire,0.0
1.858194272072795,1,468.25936607497533,0.33423150263209045,40119.048089669894,28,54,8,US,0,retail,ach,0.0
63.46332020398853,5,61.44553347759654,0.2523323192254283,7268.371057128914,23,42,13,US,0,retail,wire,0.0
166.2850157781314,1,48.81712052623077,0.29271020148183463,1683.4354187906324,13,50,18,US,0,business,ach,0.0
2015.5594543238492,1,128.41065268850545,0.2949060181401508,2467.733858966269,21,62,15,DE,0,retail,wire,0.0
26.320334296708584,3,77.72981045676175,0.28692513655405794,4269.130105195721,28,44,15,US,0,retail,wire,0.0
156.74980262605385,3,403.6208306931703,0.23926363696716146,916.2804892494548,15,24,8,US,0,retail,wire,0.0
683.1592283936191,5,488.9260376963566,0.46058371643891616,7529.632948538609,22,32,16,UK,0,retail,check,0.0
15.046313182269795,4,216.0092917850392,0.2510483909793727,1966.9633602612378,17,43,13,DE,0,retail,wire,0.0
47.6933150392179,6,37.30330982173438,0.09485970742374537,170.34691493474887,25,66,16,US,0,retail,ach,0.0
86.85888009060967,0,201.34625209786313,0.032456995123769226,652.9149806987891,24,48,15,UK,0,business,ach,0.0
312.3613947205274,2,326.3601669646591,0.30913028221717465,31207.743205684452,25,55,17,US,0,retail,ach,0.0
245.94344128759073,1,134.02140890731118,0.08767378288650769,8798.642043108057,16,24,10,US,0,retail,ach,0.0
207.51072394137285,6,347.5876700353534,0.15509829281769716,227.66658887919522,19,43,18,US,0,business,ach,0.0
80.96783767301667,4,118.37171688723559,0.24639894892021422,3117.6804788956415,31,52,10,CA,0,retail,wire,0.0
9343.773388083624,8,34.467300264321956,0.39000146911031636,9235.368227419438,24,53,16,US,0,retail,check,0.0
884.1370428487447,1,285.71603152324747,0.10673021409761277,3180.4404212571903,21,43,16,CA,0,retail,ach,0.0
24.230180198834482,5,159.66631883081592,0.3193752222134966,656.4975192764143,31,46,12,US,0,business,cash,0.0
47.96598760826172,2,197.89124647757663,0.23307796280089368,3298.0320948906083,27,42,17,CA,0,retail,ach,0.0
30.921095059407442,2,98.89370382540835,0.19200936072009092,1369.3272635564588,19,59,12,US,0,retail,check,0.0
5.927828180542946,6,264.2476475824436,0.521597163045387,5586.23932118687,22,64,10,US,0,retail,ach,0.0
611.7325159822277,2,335.54114608791923,0.5604831588428276,718.6045535136913,21,72,8,US,0,retail,ach,0.0
8.372804001418828,2,1160.3518958357504,0.06958219353114227,22282.781958864467,20,47,11,US,0,business,wire,0.0
9.934407684772596,5,238.6583013760545,0.13429398121807523,128553.68893760549,15,58,8,US,0,retail,ach,0.0
316.57756306245375,4,1541.6863708470282,0.059739949188256175,1443.5422670684218,21,54,8,US,0,retail,ach,0.0
18.755561903059192,3,203.90320967036317,0.08115207951788707,2435.7475618615094,27,46,9,US,0,retail,check,0.0
